ID,Title,Date,"Parent Product ID",Sku,Price,"Regular Price","Stock Status",Stock,"Product Visibility","Product Type","Categorías de productos",Status,Slug,Backorders,"Tax Status","Tax Class","Product Image Gallery","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating","Image URL","Image Filename","Image Path"
5800,"B3 Recto Pulgada x Pulgada - 3/8 x 3/8",20180331,5708,B3RE0606BR,14.00,14.00,instock,14,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0606br,no,taxable,parent,,"Largo (B)	 3/8
Ancho (A) 3/8
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5801,"B3 Recto Pulgada x Pulgada - 3/8 x 1/2",20180331,5708,B3RE0608BR,15.00,15.00,instock,15,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0608br,no,taxable,parent,,"Largo (B)	 1/2
Ancho (A) 3/8
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5802,"B3 Recto Pulgada x Pulgada - 3/8 x 5/8",20180331,5708,B3RE0610BR,16.00,16.00,instock,16,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0610br,no,taxable,parent,,"Largo (B)	 5/8
Ancho (A) 3/8
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5803,"B3 Recto Pulgada x Pulgada - 1/2 x 1/4",20180331,5708,B3RE0804BR,17.00,17.00,instock,17,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0804br,no,taxable,parent,,"Largo (B)	 1/4
Ancho (A) 1/2
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5804,"B3 Recto Pulgada x Pulgada - 1/2 x 5/16",20180331,5708,B3RE0805BR,18.00,18.00,instock,18,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0805br,no,taxable,parent,,"Largo (B)	 5/16
Ancho (A) 1/2
Material	Cobre
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5805,"B3 Recto Pulgada x Pulgada - 1/2 x 3/8",20180331,5708,B3RE0806BR,19.00,19.00,instock,19,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0806br,no,taxable,parent,,"Largo (B)	 3/8
Ancho (A) 1/2
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5806,"B3 Recto Pulgada x Pulgada - 1/2 x 1/2",20180331,5708,B3RE0808BR,20.00,20.00,instock,20,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0808br,no,taxable,parent,,"Largo (B)	 1/2
Ancho (A) 1/2
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5807,"B3 Recto Pulgada x Pulgada - 1/2 x 5/8",20180331,5708,B3RE0810BR,21.00,21.00,instock,21,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0810br,no,taxable,parent,,"Largo (B)	 5/8
Ancho (A) 1/2
Material	Cobre
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5808,"B3 Recto Pulgada x Pulgada - 1/2 x 3/4",20180331,5708,B3RE0812BR,22.00,22.00,instock,22,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0812br,no,taxable,parent,,"Largo (B)	 3/4
Ancho (A) 1/2
Material	Cobre
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5809,"B3 Recto Pulgada x Pulgada - 3/4 x 3/8",20180331,5708,B3RE1206BR,23.00,23.00,instock,23,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re1206br,no,taxable,parent,,"Largo (B)	 3/8
Ancho (A) 3/4
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5810,"B3 Recto Pulgada x Pulgada - 3/4 x 1/2",20180331,5708,B3RE1208BR,24.00,24.00,instock,24,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re1208br,no,taxable,parent,,"Largo (B)	 1/2
Ancho (A) 3/4
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5811,"B3 Recto Pulgada x Pulgada - 3/4 x 3/4",20180331,5708,B3RE1212BR,25.00,25.00,instock,25,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re1212br,no,taxable,parent,,"Largo (B)	 3/4
Ancho (A) 3/4
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5812,"B3 Recto Milimétrico x Pulgada",20180331,0,"B3 RM",1.00,,instock,,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-milimetrico,no,taxable,standard,,,a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO-e1494553242925.png,B3-RECTO-e1494553242925.png,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO-e1494553242925.png"
5813,"B3 Recto Milimétrico x Pulgada - 10MM X 1 x 1/4",20180331,5812,B3RE10-01BR,1.00,1.00,instock,1,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0202br-2,no,taxable,parent,,"Largo (B)	 1/4
Ancho (A) 10MM X 1
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5814,"B3 Recto Milimétrico x Pulgada - 10MM X 1,25 x 1/4",20180331,5812,B3RE10-02BR,2.00,2.00,instock,2,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0203br-2,no,taxable,parent,,"Largo (B)	 1/4
Ancho (A) 10MM X 1,25
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5815,"B3 Recto Milimétrico x Pulgada - 10MM X 1,50 x 1/4",20180331,5812,B3RE10-03BR,3.00,3.00,instock,3,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0204br-2,no,taxable,parent,,"Largo (B)	 1/4
Ancho (A) 10MM X 1,50
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5816,"B3 Recto Milimétrico x Pulgada - 10MM X 1,50 x 3/8",20180331,5812,B3RE10-04BR,4.00,4.00,instock,4,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0205br-2,no,taxable,parent,,"Largo (B)	 3/8
Ancho (A) 10MM X 1,50
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5817,"B3 Recto Milimétrico x Pulgada - 12MM X 1,50 x 1/4",20180331,5812,B3RE12-01BR,5.00,5.00,instock,5,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0206br-2,no,taxable,parent,,"Largo (B)	 1/4
Ancho (A) 12MM X 1,50
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5818,"B3 Recto Milimétrico x Pulgada - 12MM X 1,50 x 3/8",20180331,5812,B3RE12-02BR,6.00,6.00,instock,6,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0402br-2,no,taxable,parent,,"Largo (B)	 3/8
Ancho (A) 12MM X 1,50
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5819,"B3 Recto Milimétrico x Pulgada - 12MM X 1,25 x 1/2",20180331,5812,B3RE12-03BR,7.00,7.00,instock,7,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0404br-2,no,taxable,parent,,"Largo (B)	 1/2
Ancho (A) 12MM X 1,25
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5820,"B3 Recto Milimétrico x Pulgada - 14MM X 1,25 x 1/4",20180331,5812,B3RE14-01BR,8.00,8.00,instock,8,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0405br-2,no,taxable,parent,,"Largo (B)	 1/4
Ancho (A) 14MM X 1,25
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5821,"B3 Recto Milimétrico x Pulgada - 14MM X 1,50 x 1/4",20180331,5812,B3RE14-02BR,9.00,9.00,instock,9,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0406br-2,no,taxable,parent,,"Largo (B)	 1/4
Ancho (A) 14MM X 1,50
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5822,"B3 Recto Milimétrico x Pulgada - 14MM X 1,25 x 3/8",20180331,5812,B3RE14-03BR,10.00,10.00,instock,10,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0408br-2,no,taxable,parent,,"Largo (B)	 3/8
Ancho (A) 14MM X 1,25
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5823,"B3 Recto Milimétrico x Pulgada - 14MM X 1,50 x 3/8",20180331,5812,B3RE14-04BR,11.00,11.00,instock,11,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0602br-2,no,taxable,parent,,"Largo (B)	 3/8
Ancho (A) 14MM X 1,50
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5824,"B3 Recto Milimétrico x Pulgada - 14MM X 1,25 x 1/2",20180331,5812,B3RE14-05BR,12.00,12.00,instock,12,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0604br-2,no,taxable,parent,,"Largo (B)	 1/2
Ancho (A) 14MM X 1,25
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5825,"B3 Recto Milimétrico x Pulgada - 14MM X 1,50 x 1/2",20180331,5812,B3RE14-06BR,13.00,13.00,instock,13,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0605br-2,no,taxable,parent,,"Largo (B)	 1/2
Ancho (A) 14MM X 1,50
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5826,"B3 Recto Milimétrico x Pulgada - 16MM X 1,25 x 1/4",20180331,5812,B3RE16-01BR,14.00,14.00,instock,14,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0606br-2,no,taxable,parent,,"Largo (B)	 1/4
Ancho (A) 16MM X 1,25
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5827,"B3 Recto Milimétrico x Pulgada - 16MM X 1,50 x 1/4",20180331,5812,B3RE16-02BR,15.00,15.00,instock,15,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0608br-2,no,taxable,parent,,"Largo (B)	 1/4
Ancho (A) 16MM X 1,50
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5828,"B3 Recto Milimétrico x Pulgada - 16MM X 1,25 x 3/8",20180331,5812,B3RE16-03BR,16.00,16.00,instock,16,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0610br-2,no,taxable,parent,,"Largo (B)	 3/8
Ancho (A) 16MM X 1,25
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5829,"B3 Recto Milimétrico x Pulgada - 16MM X 1,50 x 3/8",20180331,5812,B3RE16-04BR,17.00,17.00,instock,17,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0804br-2,no,taxable,parent,,"Largo (B)	 3/8
Ancho (A) 16MM X 1,50
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5830,"B3 Recto Milimétrico x Pulgada - 16MM X 1,25 x 1/2",20180331,5812,B3RE16-05BR,18.00,18.00,instock,18,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0805br-2,no,taxable,parent,,"Largo (B)	 1/2
Ancho (A) 16MM X 1,25
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5831,"B3 Recto Milimétrico x Pulgada - 16MM X 1,50 x 1/2",20180331,5812,B3RE16-06BR,19.00,19.00,instock,19,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0806br-2,no,taxable,parent,,"Largo (B)	 1/2
Ancho (A) 16MM X 1,50
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5832,"B3 Recto Milimétrico x Pulgada - 18MM X 1,50 x 1/4",20180331,5812,B3RE18-01BR,20.00,20.00,instock,20,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0808br-2,no,taxable,parent,,"Largo (B)	 1/4
Ancho (A) 18MM X 1,50
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5833,"B3 Recto Milimétrico x Pulgada - 18MM X 1,50 x 3/8",20180331,5812,B3RE18-02BR,21.00,21.00,instock,21,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0810br-2,no,taxable,parent,,"Largo (B)	3/8
Ancho (A) 18MM X 1,50
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5834,"B3 Recto Milimétrico x Pulgada - 18MM X 1,50 x 1/2",20180331,5812,B3RE18-03BR,22.00,22.00,instock,22,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re0812br-2,no,taxable,parent,,"Largo (B)	 1/2
Ancho (A) 18MM X 1,50
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5835,"B3 Recto Milimétrico x Pulgada - 20MM X 1,25 x 1/4",20180331,5812,B3RE20-01BR,23.00,23.00,instock,23,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re1206br-2,no,taxable,parent,,"Largo (B)	 1/4
Ancho (A) 20MM X 1,25
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5836,"B3 Recto Milimétrico x Pulgada - 20MM X 1,50 x 1/4",20180331,5812,B3RE20-02BR,24.00,24.00,instock,24,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re1208br-2,no,taxable,parent,,"Largo (B)	 1/4
Ancho (A) 20MM X 1,50
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5837,"B3 Recto Milimétrico x Pulgada - 20MM X 1,25 x 3/8",20180331,5812,B3RE20-03BR,25.00,25.00,instock,25,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-b3re1212br-2,no,taxable,parent,,"Largo (B)	 3/8
Ancho (A) 20MM X 1,25
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5838,"B3 Recto Milimétrico x Pulgada - 20MM X 1,50 x 3/8",20180331,5812,B3RE20-04BR,26.00,26.00,instock,26,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-milimetrico,no,taxable,parent,,"Largo (B)	3/8
Ancho (A) 20MM X 1,50
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5839,"B3 Recto Milimétrico x Pulgada - 20MM X 1,25 x 1/2",20180331,5812,B3RE20-05BR,27.00,27.00,instock,27,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-milimetrico-2,no,taxable,parent,,"Largo (B)	 1/2
Ancho (A) 20MM X 1,25
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5840,"B3 Recto Milimétrico x Pulgada - 20MM X 1,50 x 1/2",20180331,5812,B3RE20-06BR,28.00,28.00,instock,28,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-milimetrico-3,no,taxable,parent,,"Largo (B)	 1/2
Ancho (A) 20MM X 1,50
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5841,"B3 Recto Milimétrico x Pulgada - 22MM X 1,50 x 1/4",20180331,5812,B3RE22-02BR,29.00,29.00,instock,29,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-milimetrico-4,no,taxable,parent,,"Largo (B)	 1/4
Ancho (A) 22MM X 1,50
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5842,"B3 Recto Milimétrico x Pulgada - 22MM X 1,50 x 3/8",20180331,5812,B3RE22-03BR,30.00,30.00,instock,30,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-recto-milimetrico-5,no,taxable,parent,,"Largo (B)	 3/8
Ancho (A) 22MM X 1,50
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg,B3-RECTO.jpg,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-RECTO.jpg"
5843,"B3 Codo Pulgada x Pulgada",20180331,0,"B3 CP",1.00,,instock,,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-codo,no,taxable,standard,,,a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/B3-CODO-e1494555610172.png,B3-CODO-e1494555610172.png,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/B3-CODO-e1494555610172.png"
5844,"B3 Codo Pulgada x Pulgada - 1/8 x 1/4",20180331,5843,B3CO0204BR,1.00,1.00,instock,1,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-codo-b3co0204br,no,taxable,parent,,"Largo (B)	 1/4
Ancho (A) 1/8
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/Imagen1.png,Imagen1.png,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/Imagen1.png"
5845,"B3 Codo Pulgada x Pulgada - 1/8 x 5/16",20180331,5843,B3CO0205BR,2.00,2.00,instock,2,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-codo-b3co0205br,no,taxable,parent,,"Largo (B)	 5/16
Ancho (A) 1/8
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/Imagen1.png,Imagen1.png,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/Imagen1.png"
5846,"B3 Codo Pulgada x Pulgada - 1/8 x 3/8",20180331,5843,B3CO0206BR,3.00,3.00,instock,3,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-codo-b3co0206br,no,taxable,parent,,"Largo (B)	 3/8
Ancho (A) 1/8
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/Imagen1.png,Imagen1.png,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/Imagen1.png"
5847,"B3 Codo Pulgada x Pulgada - 1/4x1/4",20180331,5843,B3CO0404BR,4.00,4.00,instock,4,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-codo-b3co0404br,no,taxable,parent,,"Largo (B)	 1/4
Ancho (A) 1/4
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/Imagen1.png,Imagen1.png,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/Imagen1.png"
5848,"B3 Codo Pulgada x Pulgada - 1/4 x 5/16",20180331,5843,B3CO0405BR,5.00,5.00,instock,5,visible,variable,"Conexiones en Bronce y Aluminio",publish,b3-codo-b3co0405br,no,taxable,parent,,"Largo (B)	 5/16
Ancho (A) 1/4
Material	Bronce
Color	Dorado
Acabado	Brillo
No. de piezas	10",a:0:{},0,0,http://localhost/wordpress/wp-content/uploads/2018/03/Imagen1.png,Imagen1.png,"C:\xampp\htdocs\wordpress/wp-content/uploads/2018/03/Imagen1.png"
